"Site_Id","Unit_Id","Read_Date","Salinity..ppt.","Dissolved.Oxygen..mg.L.","pH..standard.units.","Secchi.Depth..m.","Water.Depth..m.","Water.Temp...C.","Air.Temp.Celsius","Air.Temp...F.","Time..24.00.","Field_Tech","DateVerified","WhoVerified","AirTemp..C.","Year"
"bay",NA,1993-04-19,3,10,7,0.3,1.15,14.5,NA,53.6,14H 24M 0S,"Feldman",NA,NA,12,1993
"bay",NA,1993-04-26,3.4,8.7,7,0.3,1.2,19,NA,69.8,19H 12M 0S,"Feldman",NA,NA,21,1993
"bay",NA,1993-05-10,3.2,8,7,0.4,0.85,21,NA,69.8,19H 12M 0S,"Feldman",NA,NA,21,1993
"bay",NA,1993-05-17,3.9,8,7,0.5,1,24,NA,77,NA,"Feldman",NA,NA,25,1993
"bay",NA,1993-05-24,2.9,9,7,0.3,0.85,20,NA,71.6,14H 24M 0S,"Feldman",NA,NA,22,1993
"bay",NA,1993-06-07,3.7,NA,7,0.45,0.75,23,NA,72.5,12H 0M 0S,"Feldman",NA,NA,22.5,1993
"bay",NA,1993-06-14,3.9,8.1,7,0.45,0.45,21.5,NA,68.9,21H 36M 0S,"Feldman",NA,NA,20.5,1993
"bay",NA,1993-06-21,3.8,7.2,7,0.55,1,26.5,NA,80.6,14H 24M 0S,"Feldman",NA,NA,27,1993
"bay",NA,1993-06-28,3.9,7.1,7,0.55,0.8,26.5,NA,86,NA,"Feldman",NA,NA,30,1993
"bay",NA,1993-07-05,NA,7.4,7.5,0.55,0.8,30,NA,88.7,16H 48M 0S,"Feldman",NA,NA,31.5,1993
"bay",NA,1993-07-19,4.2,7.3,7.5,0.45,0.75,27,NA,81.5,12H 0M 0S,"Feldman",NA,NA,27.5,1993
"bay",NA,1993-07-26,NA,7.5,7.5,0.5,0.7,28,NA,85.1,2H 24M 0S,"Feldman",NA,NA,29.5,1993
"bay",NA,1993-08-02,3.9,8,8,0.4,0.8,26.5,NA,86,NA,"Feldman",NA,NA,30,1993
"bay",NA,1993-08-09,3.5,9.1,8,0.3,0.55,25.5,NA,79.7,16H 48M 0S,"Feldman",NA,NA,26.5,1993
"bay",NA,1993-09-06,NA,7.2,NA,0.35,0.85,25.5,NA,81.5,12H 0M 0S,"Feldman",NA,NA,27.5,1993
"bay",NA,1993-09-13,NA,7.8,7,0.2,0.75,24,NA,82.4,9H 36M 0S,"Feldman",NA,NA,28,1993
"bay",NA,1993-09-20,NA,8.5,8,0.2,0.6,21.5,NA,74.3,7H 12M 0S,"Feldman",NA,NA,23.5,1993
"bay",NA,1993-09-27,1.8,7.2,7.9,0.4,0.95,24.5,NA,76.1,2H 24M 0S,"Feldman",NA,NA,24.5,1993
"bay",NA,1993-10-04,NA,9.3,8.3,0.35,0.65,19,NA,68,NA,"Feldman",NA,NA,20,1993
"bay",NA,1993-10-12,1.5,8.8,7.8,0.3,0.5,16.5,NA,59,NA,"Feldman",NA,NA,15,1993
"bay",NA,1993-10-18,1.5,8.8,7.7,0.35,0.75,18,NA,64.94,22H 33M 0S,"Feldman",NA,NA,18.3,1993
"bay",NA,1993-10-25,1.8,10.6,8.4,0.4,0.6,15.6,NA,66.02,28M 0S,"Feldman",NA,NA,18.9,1993
"bay",NA,1993-11-08,1.5,8.2,7.5,0.35,0.55,9.8,NA,52.34,8H 9M 0S,"Feldman",NA,NA,11.3,1993
"bay",NA,1993-11-15,1.4,9.6,7.9,0.4,0.8,17.3,NA,72.5,12H 0M 0S,"Feldman",NA,NA,22.5,1993
"bay",NA,1993-11-29,1.5,9.4,7.1,0.2,0.55,12.1,NA,50.9,21H 36M 0S,"Feldman",NA,NA,10.5,1993
"bay",NA,1993-12-06,1.5,9.8,7.4,0.25,0.75,10.5,NA,48.74,17H 45M 0S,"Feldman",NA,NA,9.3,1993
"bay",NA,1993-12-13,1.5,13,7.6,0.25,0.45,1.3,NA,41.9,21H 36M 0S,"Feldman",NA,NA,5.5,1993
"bay",NA,1993-12-28,1.5,12.1,7.1,0.3,0.7,3.8,NA,39.74,17H 45M 0S,"Feldman",NA,NA,4.3,1993
"bay",NA,1995-01-16,3,8.5,7.4,0.25,0.85,13.5,NA,61.7,16H 48M 0S,"Feldman",NA,NA,16.5,1995
"bay",NA,1995-01-23,3,10.75,7.1,0.2,0.7,4.5,NA,46.4,9H 36M 0S,"Feldman",NA,NA,8,1995
"bay",NA,1995-02-13,3,12.5,6.8,0.2,0.25,2,NA,29.3,7H 12M 0S,"Feldman",NA,NA,-1.5,1995
"bay",NA,1995-03-06,2.4,9.3,7.1,0.2,0.2,9.5,NA,46.4,9H 36M 0S,"Feldman",NA,NA,8,1995
"bay",NA,1995-03-13,2.4,9.9,6.9,0.28,0.65,11.5,NA,59.9,NA,"Feldman",NA,NA,15.5,1995
"bay",NA,1995-03-20,2.8,8.9,7.1,0.35,0.45,12.5,NA,54.5,12H 0M 0S,"Feldman",NA,NA,12.5,1995
"bay",NA,1995-03-27,2.4,9,7.1,0.25,0.45,11,NA,53.6,14H 24M 0S,"Feldman",NA,NA,12,1995
"bay",NA,1995-04-03,2.4,9.3,7.1,0.4,0.55,11.5,NA,54.5,12H 0M 0S,"Feldman",NA,NA,12.5,1995
"bay",NA,1995-04-10,3.2,8.5,7.1,0.25,0.7,15,NA,48.2,4H 48M 0S,"Feldman",NA,NA,9,1995
"bay",NA,1995-04-18,3,9,7.1,0.25,0.5,16,NA,58.1,2H 24M 0S,"Feldman",NA,NA,14.5,1995
"bay",NA,1995-04-24,3,9.7,7.4,0.25,0.55,12.5,NA,50,NA,"Feldman",NA,NA,10,1995
"bay",NA,1995-05-01,3.2,8.9,7.2,0.3,0.6,15,NA,52.7,16H 48M 0S,"Feldman",NA,NA,11.5,1995
"bay",NA,1995-05-15,3.3,6.8,6.8,0.3,0.55,21.5,NA,74.3,7H 12M 0S,"Feldman",NA,NA,23.5,1995
"bay",NA,1995-05-22,3.3,6.8,6.8,0.3,0.55,21.5,NA,74.3,7H 12M 0S,"Feldman",NA,NA,23.5,1995
"bay",NA,1995-05-29,3.5,8.5,7.5,0.4,0.4,22,NA,80.6,14H 24M 0S,"Feldman",NA,NA,27,1995
"bay",NA,1995-06-05,4,7.8,7.6,0.3,0.3,25,NA,73.4,9H 36M 0S,"Feldman",NA,NA,23,1995
"bay",NA,1995-06-12,3.5,7.7,7.9,0.4,0.9,26.5,NA,77.9,21H 36M 0S,"Feldman",NA,NA,25.5,1995
"bay",NA,1995-06-19,3.2,7.7,8,0.4,0.55,25,NA,75.2,4H 48M 0S,"Feldman",NA,NA,24,1995
"bay",NA,1995-06-26,4,8.8,8.3,0.5,0.8,28.5,NA,82.4,9H 36M 0S,"Feldman",NA,NA,28,1995
"bay",NA,1995-07-03,4,8,NA,0.45,0.8,26,NA,80.6,NA,"Feldman",NA,NA,27,1995
"bay",NA,1995-07-10,4,7,7.9,0.35,0.7,26,NA,79.7,16H 48M 0S,"Feldman",NA,NA,26.5,1995
"bay",NA,1995-07-17,4,7,8,0.45,1,30,NA,84.2,4H 48M 0S,"Feldman",NA,NA,29,1995
"bay",NA,1995-07-24,4.5,7.2,8.4,0.55,0.9,32,NA,92.3,7H 12M 0S,"Feldman",NA,NA,33.5,1995
"bay",NA,1995-07-31,4.5,7.6,8.1,0.5,0.8,29.5,NA,84.2,4H 48M 0S,"Feldman",NA,NA,29,1995
"bay",NA,1995-08-07,4.5,8.7,8.2,0.5,0.6,24,NA,71.6,14H 24M 0S,"Feldman",NA,NA,22,1995
"bay",NA,1995-08-22,5.5,7.4,8.8,0.3,0.5,25,NA,81.5,12H 0M 0S,"Feldman",NA,NA,27.5,1995
"bay",NA,1995-08-29,4.5,9.9,8.7,0.35,0.65,25.5,NA,78.8,NA,"Feldman",NA,NA,26,1995
"bay",NA,1995-09-05,4.8,10.5,9,0.3,0.75,26,NA,80.6,14H 24M 0S,"Feldman",NA,NA,27,1995
"bay",NA,1995-09-12,4.5,10.4,9.2,0.3,0.7,24.5,NA,80.6,14H 24M 0S,"Feldman",NA,NA,27,1995
"bay",NA,1995-09-28,4.8,9.5,8.7,0.3,0.7,21,NA,75.2,4H 48M 0S,"Feldman",NA,NA,24,1995
"bay",NA,1995-10-05,4.4,9.9,7.2,0.3,0.45,15.5,NA,62.96,23H 2M 0S,"Feldman",NA,NA,17.2,1995
"bay",NA,1995-10-06,5,8.9,8.5,0.45,1.15,24.5,NA,81.5,12H 0M 0S,"Feldman",NA,NA,27.5,1995
"bay",NA,1995-10-11,2.4,8.69,7.2,0.3,0.75,17.5,NA,58.64,15H 21M 0S,"Feldman",NA,NA,14.8,1995
"bay",NA,1995-10-20,2.2,9.71,7.6,0.35,0.73,15,NA,56.48,11H 31M 0S,"Feldman",NA,NA,13.6,1995
"bay",NA,1995-10-23,4.5,11.6,9,0.4,0.8,18.5,NA,68.9,21H 36M 0S,"Feldman",NA,NA,20.5,1995
"bay",NA,1995-10-26,2.8,8.15,6.7,0.38,0.75,19,NA,67.28,6H 43M 0S,"Feldman",NA,NA,19.6,1995
"bay",NA,1995-10-30,4.5,9.9,8.5,0.45,0.75,14,NA,59.9,21H 36M 0S,"Feldman",NA,NA,15.5,1995
"bay",NA,1995-11-06,4,11.8,8.5,0.55,0.55,9.5,NA,51.8,19H 12M 0S,"Feldman",NA,NA,11,1995
"bay",NA,1995-11-13,4.5,11.3,8.1,0.55,0.7,9.5,NA,57.2,4H 48M 0S,"Feldman",NA,NA,14,1995
"bay",NA,1995-11-20,4,11.8,8.4,0.55,0.55,8,NA,50.9,21H 36M 0S,"Feldman",NA,NA,10.5,1995
"bay",NA,1995-11-27,4,9.5,8.1,0.75,0.75,10,NA,48.2,4H 48M 0S,"Feldman",NA,NA,9,1995
"bay",NA,1995-12-11,NA,NA,NA,NA,NA,NA,NA,28.4,9H 36M 0S,"Feldman",NA,NA,-2,1995
"bay",NA,1996-01-22,4,11.7,7.4,0.4,0.55,4,NA,39.2,4H 48M 0S,"Strader, Pease, Feldman",NA,NA,4,1996
"bay",NA,1996-01-29,3.5,11.2,7.2,0.35,0.65,4,NA,42.8,19H 12M 0S,"Strader, Pease, Feldman",NA,NA,6,1996
"bay",NA,1996-02-12,3.5,10.8,7.1,0.35,0.6,5,NA,44.6,14H 24M 0S,"Strader, Pease, Feldman",NA,NA,7,1996
"bay",NA,1996-02-26,3,8.7,7.1,0.2,0.75,10.5,NA,60.8,19H 12M 0S,"Strader, Pease, Feldman",NA,NA,16,1996
"bay",NA,1996-03-04,3,11.5,7.4,0.3,0.45,3.5,NA,38.3,7H 12M 0S,"Strader, Pease, Feldman",NA,NA,3.5,1996
"bay",NA,1996-03-11,NA,NA,NA,0.05,0.05,NA,NA,38.3,7H 12M 0S,"Strader, Pease, Feldman",NA,NA,3.5,1996
"bay",NA,1996-03-18,3,10.1,7,0.4,0.45,7.5,NA,44.6,14H 24M 0S,"Strader, Pease, Feldman",NA,NA,7,1996
"bay",NA,1996-03-25,3,10,7.2,0.35,0.7,10,NA,61.7,NA,"Strader, Pease, Feldman",NA,NA,16.5,1996
"bay",NA,1996-04-08,3,10.7,7.3,0.35,0.55,8,NA,42.8,19H 12M 0S,"Strader, Pease, Feldman",NA,NA,6,1996
"bay",NA,1996-04-22,3,9.2,8.2,0.4,0.95,21,NA,71.6,14H 24M 0S,"Strader, Pease, Feldman",NA,NA,22,1996
"bay",NA,1996-04-29,3,8.9,8,0.45,0.85,18,NA,69.8,19H 12M 0S,"Strader, Pease, Feldman",NA,NA,21,1996
"bay",NA,1996-05-13,3,9.2,8.1,0.3,0.7,17,NA,57.2,4H 48M 0S,"Strader, Pease, Feldman",NA,NA,14,1996
"bay",NA,1996-05-20,3,9,8.8,0.4,0.75,28,NA,86,NA,"Strader, Pease, Feldman",NA,NA,30,1996
"bay",NA,1996-05-27,3,9.6,8.6,0.25,0.6,19,NA,63.5,12H 0M 0S,"Strader, Pease, Feldman",NA,NA,17.5,1996
"bay",NA,1996-06-03,3,8.7,8.5,0.35,0.5,17,NA,59.9,21H 36M 0S,"Strader, Pease, Feldman",NA,NA,15.5,1996
"bay",NA,1996-06-10,3,8,8.1,0.45,1.02,24,NA,67.1,2H 24M 0S,"Strader, Pease, Feldman",NA,NA,19.5,1996
"bay",NA,1996-06-17,3,8.8,8.4,0.45,0.75,27,NA,77,NA,"Strader, Pease, Feldman",NA,NA,25,1996
"bay",NA,1996-06-24,3,8,8.6,0.55,0.8,26.5,NA,77,NA,"Strader, Pease, Feldman",NA,NA,25,1996
"bay",NA,1996-08-02,2.5,6.4,7.3,0.4,0.8,26,NA,NA,NA,"Strader, Pease, Feldman",NA,NA,-17.77777778,1996
"bay",NA,1996-08-11,3.1,NA,7.6,0.3,0.4,28.5,NA,NA,12H 0M 0S,"Strader, Pease, Feldman",NA,NA,-17.77777778,1996
"bay",NA,1996-08-18,3,4.65,7.3,0.3,0.68,27.5,NA,NA,12H 0M 0S,"Strader, Pease, Feldman",NA,NA,-17.77777778,1996
"bay",NA,1996-09-01,2.8,2,7.4,0.28,0.4,25,NA,NA,NA,"Strader, Pease, Feldman",NA,NA,-17.77777778,1996
"bay",NA,1996-09-15,3,2,NA,0.3,0.8,23.5,NA,NA,12H 0M 0S,"Strader, Pease, Feldman",NA,NA,-17.77777778,1996
"bay",NA,1996-09-22,3.1,2,7.4,0.4,0.9,22,NA,NA,NA,"Strader, Pease, Feldman",NA,NA,-17.77777778,1996
"bay",NA,1996-09-28,3.2,1.7,7.5,0.43,0.88,23,NA,NA,NA,"Strader, Pease, Feldman",NA,NA,-17.77777778,1996
"bay",NA,1996-10-05,4.4,9.9,7.2,0.3,0.45,15.5,NA,62.96,23H 2M 0S,"Strader, Pease, Feldman",NA,NA,17.2,1996
"bay",NA,1996-10-11,2.4,8.69,7.2,0.3,0.75,17.5,NA,58.64,15H 21M 0S,"Strader, Pease, Feldman",NA,NA,14.8,1996
"bay",NA,1996-10-20,2.2,9.71,7.6,0.35,0.73,15,NA,56.48,11H 31M 0S,"Strader, Pease, Feldman",NA,NA,13.6,1996
"bay",NA,1996-10-26,2.8,8.15,6.7,0.38,0.75,19,NA,67.28,6H 43M 0S,"Strader, Pease, Feldman",NA,NA,19.6,1996
"bay",NA,1996-11-03,2,6.5,6.8,0.48,0.58,10.1,NA,48.74,17H 45M 0S,"Strader, Pease, Feldman",NA,NA,9.3,1996
"bay",NA,1996-11-12,1.9,11.43,7.1,0.45,0.55,6.2,NA,41.414,9H 56M 0S,"Strader, Pease, Feldman",NA,NA,5.23,1996
"bay",NA,1996-11-17,1.8,11.8,6.8,0.28,0.3,9.1,NA,51.44,10H 33M 0S,"Strader, Pease, Feldman",NA,NA,10.8,1996
"bay",NA,1996-12-01,1.9,10.9,6.9,0.4,0.6,11,NA,63.5,12H 0M 0S,"Strader, Pease, Feldman",NA,NA,17.5,1996
"bay",NA,1996-12-08,1.6,11.2,6.9,0.4,0.65,9.1,NA,51.08,1H 55M 0S,"Strader, Pease, Feldman",NA,NA,10.6,1996
"bay",NA,1996-12-21,1.8,12.25,6.9,0.31,0.61,5.21,NA,38.3,7H 12M 0S,"Strader, Pease, Feldman",NA,NA,3.5,1996
"bay",NA,1997-01-05,2,9.2,6.7,0.2,0.7,13.5,NA,63.32,7H 40M 0S,"Pease, Strader",NA,NA,17.4,1997
"bay",NA,1997-01-19,1.3,13.3,7,0.3,0.3,0,NA,NA,NA,"Pease, Strader",NA,NA,-17.77777778,1997
"bay",NA,1997-02-01,1.5,10.9,6.6,2.5,3.5,10.1,NA,62.06,1H 26M 0S,"Pease, Strader",NA,NA,16.7,1997
"bay",NA,1997-02-15,1.3,10.55,6.6,0.3,0.6,8.2,NA,41,NA,"Pease, Strader",NA,NA,5,1997
"bay",NA,1997-03-03,1.8,9.45,6.9,0.3,0.54,14.1,NA,48.02,28M 0S,"Pease, Strader",NA,NA,8.9,1997
"bay",NA,1997-03-15,1.2,10.2,6.5,0.2,0.52,13.2,NA,47.66,15H 50M 0S,"Pease, Strader",NA,NA,8.7,1997
"bay",NA,1997-04-13,1.2,9.8,6.9,0.28,0.74,17.1,NA,68.18,4H 19M 0S,"Pease, Strader",NA,NA,20.1,1997
"bay",NA,1997-04-19,1.3,10.8,6.7,0.2,0.49,11,NA,59.54,12H 57M 0S,"Pease, Strader",NA,NA,15.3,1997
"bay",NA,1997-04-26,1.1,10.1,6.8,0.25,0.55,15.5,NA,59.36,8H 38M 0S,"Pease, Strader",NA,NA,15.2,1997
"bay",NA,1997-05-04,1.1,9.73,6.5,0.3,0.88,18,NA,61.52,12H 28M 0S,"Pease, Strader",NA,NA,16.4,1997
"bay",NA,1997-05-12,1.5,9.5,7.3,0.3,0.67,21,NA,NA,NA,"Pease, Strader",NA,NA,-17.77777778,1997
"bay",NA,1997-05-16,1.3,10.2,6.6,0.35,0.7,20.5,NA,68.36,8H 38M 0S,"Pease, Strader",NA,NA,20.2,1997
"bay",NA,1997-05-24,1.6,9.9,7.5,0.38,0.5,23,NA,72.14,3H 21M 0S,"Pease, Strader",NA,NA,22.3,1997
"bay",NA,1997-05-30,1.6,9.5,8,NA,0.2,23,NA,NA,NA,"Pease, Strader",NA,NA,-17.77777778,1997
"bay",NA,1997-06-08,1,10.5,6.3,0.1,0.15,18,NA,61.7,16H 48M 0S,"Pease, Strader",NA,NA,16.5,1997
"bay",NA,1997-06-21,1.5,7.5,6.5,0.4,0.7,26.5,NA,84.02,28M 0S,"Pease, Strader",NA,NA,28.9,1997
"bay",NA,1997-06-27,1.5,8.5,8,0.5,0.62,29,NA,78.4,9H 36M 0S,"Pease, Strader",NA,NA,25.77777778,1997
"bay",NA,1997-07-06,1.5,7.6,6.8,0.48,0.68,27,NA,76.46,11H 2M 0S,"Pease, Strader",NA,NA,24.7,1997
"bay",NA,1997-07-12,1.5,8.55,6.4,0.4,0.4,27,NA,80.06,1H 26M 0S,"Pease, Strader",NA,NA,26.7,1997
"bay",NA,1997-07-20,1.6,8.7,7.4,0.39,0.58,27.5,NA,83.48,11H 31M 0S,"Pease, Strader",NA,NA,28.6,1997
"bay",NA,1997-07-27,1.5,9.7,7.8,0.38,0.69,27,NA,86.72,17H 16M 0S,"Pease, Strader",NA,NA,30.4,1997
"bay",NA,1997-07-29,1.5,8.1,8,0.4,0.65,28,NA,82,NA,"Pease, Strader",NA,NA,27.77777778,1997
"bay",NA,1997-08-09,1.7,9.8,8.6,0.38,0.5,27.5,NA,78.62,14H 52M 0S,"Pease, Strader",NA,NA,25.9,1997
"bay",NA,1997-08-15,1.7,7.7,8.2,0.45,0.63,8.4,NA,82.6,14H 24M 0S,"Pease, Strader",NA,NA,28.11111111,1997
"bay",NA,1997-08-22,1.7,9,8.2,0.38,0.67,25.5,NA,77.7,16H 48M 0S,"Pease, Strader",NA,NA,25.38888889,1997
"bay",NA,1997-08-30,1.8,9.6,8.1,0.32,0.45,26,NA,78.98,23H 31M 0S,"Pease, Strader",NA,NA,26.1,1997
"bay",NA,1997-09-14,1.9,9.6,7.9,0.21,0.61,24,NA,78.62,14H 52M 0S,"Pease, Strader",NA,NA,25.9,1997
"bay",NA,1997-10-05,1.9,10.25,8.2,0.28,0.65,21.6,NA,74.12,2H 52M 0S,"Pease, Strader",NA,NA,23.4,1997
"bay",NA,1997-10-26,NA,9.6,7.5,0.35,0.61,NA,NA,62.6,14H 24M 0S,"Pease, Strader",NA,NA,17,1997
"bay",NA,1997-11-09,1.8,10.6,6.5,0.35,0.65,12,NA,51.62,14H 52M 0S,"Pease, Strader",NA,NA,10.9,1997
"bay",NA,1997-12-06,1.5,14.3,6.9,0.3,0.45,6,NA,40.1,2H 24M 0S,"Pease, Strader",NA,NA,4.5,1997
"bay",NA,1998-01-04,1.5,12.3,6.4,0.25,0.5,8.9,NA,57.2,4H 48M 0S,"Strader",NA,NA,14,1998
"bay",NA,1998-01-25,1.2,12.5,6.5,0.3,0.6,8.1,NA,45.86,20H 38M 0S,"Strader",NA,NA,7.7,1998
"bay",NA,1998-02-22,1.1,10.7,6.3,0.25,0.75,10.5,NA,NA,12H 0M 0S,"Strader",NA,NA,-17.77777778,1998
"bay",NA,1998-03-22,1,11.1,6.4,0.25,0.71,11,NA,48.74,17H 45M 0S,"Strader",NA,NA,9.3,1998
"bay",NA,1998-04-19,1,10.8,6.9,0.3,0.78,17,NA,NA,NA,"Strader",NA,NA,-17.77777778,1998
"bay",NA,1998-05-02,1,10.9,8.2,0.35,0.78,21.5,NA,72.5,12H 0M 0S,"Strader",NA,NA,22.5,1998
"bay",NA,1998-05-17,1.1,9.3,6.8,0.25,0.48,23.5,NA,80.78,18H 43M 0S,"Strader",NA,NA,27.1,1998
"bay",NA,1998-06-07,1.1,10,7.2,0.4,0.5,22.9,NA,NA,21H 36M 0S,"Strader",NA,NA,-17.77777778,1998
"bay",NA,1998-06-14,0.9,9.7,6.8,0.4,0.65,26,NA,79.88,21H 7M 0S,"Strader",NA,NA,26.6,1998
"bay",NA,1998-07-05,1,8.4,6.9,0.32,0.65,26,NA,82.04,57M 0S,"Strader",NA,NA,27.8,1998
"bay",NA,1998-07-25,0.9,8.6,7.3,0.4,0.65,29,NA,81.32,7H 40M 0S,"Strader",NA,NA,27.4,1998
"bay",NA,1998-08-23,1,11,8.8,0.3,0.62,28,NA,85.1,2H 24M 0S,"Strader",NA,NA,29.5,1998
"bay",NA,1998-09-12,0.9,10.8,8.5,0.28,0.66,25,NA,87.1,2H 24M 0S,"Strader",NA,NA,30.61111111,1998
"bay",NA,1998-11-02,1.1,10,6.9,0.3,0.35,14,NA,58.28,6H 43M 0S,"Strader",NA,NA,14.6,1998
"bay",NA,1998-11-21,1,10.9,7.3,0.3,0.48,15,NA,57.56,13H 26M 0S,"Strader",NA,NA,14.2,1998
"a",NA,1999-08-11,3,2.6,7.7,0.6,0.6,26,NA,80.96,23H 2M 0S,"Not Recorded",NA,NA,27.2,1999
"a",NA,1999-08-18,3,1.6,8.7,NA,NA,31,NA,91.4,9H 36M 0S,"Not Recorded",NA,NA,33,1999
"a",NA,1999-09-08,1.8,1.35,8.2,0.4,1,28,NA,76.6,14H 24M 0S,"Not Recorded",NA,NA,24.77777778,1999
"a",NA,1999-10-15,0.1,5.65,7.3,0.6,0.8,20,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"a",NA,1999-11-10,0,6.7,7.6,0.65,0.95,18,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"a",NA,1999-12-16,NA,4.7,8.2,0.6,0.8,NA,NA,52,NA,"Not Recorded",NA,NA,11.11111111,1999
"a",NA,1999-12-30,1,7.8,6.9,0.65,0.85,8,NA,42.8,19H 12M 0S,"Not Recorded",NA,NA,6,1999
"b",NA,1999-08-11,2.5,3.1,8.1,0.25,0.25,27,NA,80.96,23H 2M 0S,"Not Recorded",NA,NA,27.2,1999
"b",NA,1999-08-18,3,2.2,8.9,NA,NA,30,NA,87.8,19H 12M 0S,"Not Recorded",NA,NA,31,1999
"b",NA,1999-09-08,0.9,3.6,8.2,0.3,0.3,32,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"b",NA,1999-10-15,1,4.7,7,0.3,0.3,17,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"b",NA,1999-10-27,NA,NA,7.7,0.25,0.25,NA,NA,72,NA,"Not Recorded",NA,NA,22.22222222,1999
"b",NA,1999-11-10,1,6.3,7.4,0.4,0.4,16,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"b",NA,1999-12-16,NA,3.25,7.9,0.21,0.21,NA,NA,51,NA,"Not Recorded",NA,NA,10.55555556,1999
"b",NA,1999-12-30,0.2,6.1,6.9,0.25,0.25,7,NA,41,NA,"Not Recorded",NA,NA,5,1999
"c",NA,1999-08-11,3,1.9,8.5,0.5,0.5,27,NA,84.2,4H 48M 0S,"Not Recorded",NA,NA,29,1999
"c",NA,1999-08-18,0.1,1.9,8.8,NA,NA,27,NA,82.4,9H 36M 0S,"Not Recorded",NA,NA,28,1999
"c",NA,1999-09-08,1,2.4,8,5.8,5.8,34,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"c",NA,1999-09-22,1,3.7,7.8,0.8,0.8,18,NA,60,NA,"Not Recorded",NA,NA,15.55555556,1999
"c",NA,1999-10-15,0.1,5.5,6.6,0.55,0.55,19,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"c",NA,1999-10-27,0,3.7,7.7,0.55,0.55,43,NA,72,NA,"Not Recorded",NA,NA,22.22222222,1999
"c",NA,1999-11-10,0.2,10,7.8,0.6,0.6,17,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"c",NA,1999-12-16,NA,4.3,7.9,0.7,0.7,NA,NA,50,NA,"Not Recorded",NA,NA,10,1999
"c",NA,1999-12-30,0.1,7.3,6.9,0.7,0.7,5,NA,41,NA,"Not Recorded",NA,NA,5,1999
"d",NA,1999-08-11,0.2,2.5,8.6,0.63,1.25,27,NA,85.46,11H 2M 0S,"Not Recorded",NA,NA,29.7,1999
"d",NA,1999-08-18,3,2.8,8,NA,NA,28,NA,87.8,NA,"Not Recorded",NA,NA,31,1999
"d",NA,1999-09-08,0,1.5,7.4,1.75,1.85,34.5,NA,NA,12H 0M 0S,"Not Recorded",NA,NA,-17.77777778,1999
"d",NA,1999-09-22,0,1.9,7.6,0.5,1.65,18,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"d",NA,1999-10-15,0,3.25,7.3,0.55,1.55,17,NA,NA,NA,"Not Recorded",NA,NA,-17.77777778,1999
"d",NA,1999-10-27,0.4,3.4,7.4,0.95,1.35,42.5,NA,72,NA,"Not Recorded",NA,NA,22.22222222,1999
"d",NA,1999-11-10,0,6.5,8,1.05,1.5,15,NA,60,NA,"Not Recorded",NA,NA,15.55555556,1999
"d",NA,1999-11-30,0,6.45,8.8,1.15,1.35,NA,NA,37.2,4H 48M 0S,"Not Recorded",NA,NA,2.888888889,1999
"d",NA,1999-12-16,0,7.8,8.9,0.8,1.4,11,NA,49,NA,"Not Recorded",NA,NA,9.444444444,1999
"d",NA,1999-12-30,0,8.25,8,1.1,1.4,5,NA,41,NA,"Not Recorded",NA,NA,5,1999
"bay",NA,1999-01-09,1.2,11.2,7.2,0.28,0.5,9,NA,58.82,19H 40M 0S,"Strader, S. Poe",NA,NA,14.9,1999
"bay",NA,1999-01-23,1.1,11.2,6.7,0.28,0.6,15,NA,NA,NA,"Strader, S. Poe",NA,NA,-17.77777778,1999
"bay",NA,1999-08-05,1.8,1.8,9.5,0.35,0.35,27,NA,NA,NA,"Strader, S. Poe",NA,NA,-17.77777778,1999
"bay",NA,1999-08-11,3,7,9.2,0.4,0.65,28,NA,86.54,12H 57M 0S,"Strader, S. Poe",NA,NA,30.3,1999
"bay",NA,1999-08-18,3,3,9.1,NA,NA,29,NA,87.8,19H 12M 0S,"Strader, S. Poe",NA,NA,31,1999
"bay",NA,1999-09-08,2.2,1.9,8.5,0.9,0.95,28,NA,76.6,14H 24M 0S,"Strader, S. Poe",NA,NA,24.77777778,1999
"bay",NA,1999-10-15,2,4.8,5.7,0.42,0.5,16,NA,65,NA,"Strader, S. Poe",NA,NA,18.33333333,1999
"bay",NA,1999-10-27,0.3,4.3,8.6,0.5,0.5,24.5,NA,NA,NA,"Strader, S. Poe",NA,NA,-17.77777778,1999
"bay",NA,1999-11-10,1,7.5,8.1,5.5,5.5,14,NA,60,NA,"Strader, S. Poe",NA,NA,15.55555556,1999
"bay",NA,1999-12-16,1,8.7,9.1,0.5,0.85,11,NA,48,NA,"Strader, S. Poe",NA,NA,8.888888889,1999
"bay",NA,1999-12-30,0.1,6.1,7,0.25,0.45,5,NA,41,NA,"Strader, S. Poe",NA,NA,5,1999
